Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
OpenTopRailcar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Canal ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Artifact ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 7)
Locomotive ⊑ PusherTug: Rejected (k=4, nAx=1114, nAxPerStep=24.8)
WaterwayJunction ⊑ PusherTug: Accepted (k=5, nAx=1116, nAxPerStep=20.2)
Windmill ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
OrganizationalProcess ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SludgeDisposalVessel ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Attribute ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TrafficLight ⊑ PusherTug: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 8)
Transportation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TruckTractor ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
UnsurfacedRoadway ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Machine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RailTransportationSystem ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeonticAttribute ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Railcar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
PassengerShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Agent ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeckCargo ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AsymmetricRelation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
JetEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
GasolineEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Freighter ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
RollOnRollOffCargoShip ⊑ PusherTug: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
IrreflexiveRelation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
NaturalGasPipeline ⊑ PusherTug: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
OffshoreShipRegister ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GeopoliticalArea ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Ambulance ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
ScaleTestCar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
OutfitCar ⊑ PusherTug: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
FiveWellStackCar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ModeOfTransit ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SingleTrafficLane ⊑ PusherTug: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
ContractCarrier ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FlatRackContainer ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
LightTruck ⊑ PusherTug: Accepted (k=3, nAx=1113, nAxPerStep=32.7)
InternationalLaw ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortEmbargo ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContainerShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
TrainStation ⊑ PusherTug: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
Airport ⊑ PusherTug: Accepted (k=6, nAx=1117, nAxPerStep=17.0)
LegalCharge ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CargoShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Translocation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
InternalShipRegister ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
IntermodalTransportation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Arriving ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LiquefiedGasTankerShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
InternalCombustionEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
CoachRailcar ⊑ PusherTug: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
TakingOff ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GeographicArea ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MilitaryVan ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
UreaCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
RadarOrSonar ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Catamaran ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
CommercialCarrier ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Trail ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Dam ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Substance ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DepartmentOfTransportation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LivestockCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
MerchantMarineShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
VehicleCarrierShip ⊑ PusherTug: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
TransportationSystem ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FHWAVehicleClass5 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass6 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass7 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass8 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Transitway ⊑ PusherTug: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
FHWAVehicleClass1 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
PetroleumTankerShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
FHWAVehicleClass2 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
LocalTransitSystem ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FHWAVehicleClass4 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
DrillingShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
BinaryPredicate ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RoadJunction ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
FHWAVehicleClass9 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FullSizeVan ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
WoodChipsCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DryBulkCargo ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MaritimeBlockade ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShippingChannel ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
ShortSeaPassengerShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Profession ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RailwayTerminal ⊑ PusherTug: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
TransportationDevice ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
CrewDormCar ⊑ PusherTug: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
Signalling ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MotorScooter ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
CombinationOreAndOilCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
FishingTrawler ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
NavigationLight ⊑ PusherTug: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 8)
CommercialService ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RefrigeratedCargoShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Managing ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TransportationSchedule ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TurbopropAirplane ⊑ PusherTug: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
Making ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
JetAirplane ⊑ PusherTug: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
Motorboat ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
Pipeline ⊑ PusherTug: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
Ramp ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirTrafficControlProcedure ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PassengerCar ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
TransportationCompany ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CombinationBulkAndOilCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
TerminalBuilding ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Keeping ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirTrafficControlCenter ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UserPoweredVehicle ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
IceBreakerShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ShipHatch ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipRegister ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Shipping ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShippingLane ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Urea ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SelfPoweredDevice ⊑ PusherTug: NA_ODP (k=9, nAx=1136, nAxPerStep=13.4, nDeltaODP = 98)
ParkingGarage ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RelationalAttribute ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FHWAVehicleClass12 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
SportUtilityVehicle ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass13 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Wheel ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
InternationalAirport ⊑ PusherTug: Accepted (k=3, nAx=1113, nAxPerStep=32.7)
FHWAVehicleClass10 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
FHWAVehicleClass11 ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Cycle ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SurfacedRoadway ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
OrganicObject ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
HydraCushionFreightCar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
TruckTrailer ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ElectronicDevice ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LinerService ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
SteamEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
FuelTank ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeckCargoShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
HoistingDevice ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
FireBoat ⊑ PusherTug: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 7)
TradeEmbargo ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
OffshoreWellProductionShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
DieselEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
MotorHopper ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
OffshoreAnchorage ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
InternalAttribute ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FossilFuel ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UnaryFunction ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TransportationControlDevice ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RailCarrierControl ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Object ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
OffshoreSupplyShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Anchorage ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
PassengerRailwayCar ⊑ PusherTug: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
OpenTopRailcar ⊑ ContainerAndRoRoCargoShip: Rejected (k=10, nAx=1038, nAxPerStep=2.3)
SpecializedTankerShip ⊑ ContainerAndRoRoCargoShip: Rejected (k=3, nAx=1020, nAxPerStep=1.7)
RotaryDumpCar ⊑ ContainerAndRoRoCargoShip: Rejected (k=10, nAx=1038, nAxPerStep=2.3)
SelfConnectedObject ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=11, nAx=1158, nAxPerStep=13.0, nDeltaODP = 3)
HumanPoweredDevice ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=9, nAx=1158, nAxPerStep=15.9, nDeltaODP = 3)
PontoonBridge ⊑ ContainerAndRoRoCargoShip: Accepted (k=5, nAx=1135, nAxPerStep=24.0)
RailwayVehicle ⊑ ContainerAndRoRoCargoShip: Rejected (k=10, nAx=1038, nAxPerStep=2.3)
BodyMotion ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
PhysicalQuantity ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Pier ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=10, nAx=1158, nAxPerStep=14.3, nDeltaODP = 3)
Harbor ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=10, nAx=1158, nAxPerStep=14.3, nDeltaODP = 3)
ChemicalTankerShip ⊑ ContainerAndRoRoCargoShip: Rejected (k=3, nAx=1020, nAxPerStep=1.7)
HumanHabitationSpace ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=13, nAx=1158, nAxPerStep=11.0, nDeltaODP = 3)
RailwayJunction ⊑ ContainerAndRoRoCargoShip: Accepted (k=5, nAx=1115, nAxPerStep=20.0)
DiningCar ⊑ ContainerAndRoRoCargoShip: Rejected (k=14, nAx=1059, nAxPerStep=3.1)
TransitwayObstacle ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Barge ⊑ ContainerAndRoRoCargoShip: Rejected (k=6, nAx=1030, nAxPerStep=2.5)
UnimodalTransportationSystem ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
FlightDeck ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=9, nAx=1158, nAxPerStep=15.9, nDeltaODP = 3)
Trailer ⊑ ContainerAndRoRoCargoShip: Rejected (k=9, nAx=1038, nAxPerStep=2.6)
SpineCar ⊑ ContainerAndRoRoCargoShip: Rejected (k=10, nAx=1038, nAxPerStep=2.3)
Text ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
TractorTrailer ⊑ ContainerAndRoRoCargoShip: Accepted (k=5, nAx=1122, nAxPerStep=21.4)
CrewList ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
DirectingTraffic ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
ShipHold ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=10, nAx=1158, nAxPerStep=14.3, nDeltaODP = 3)
Organization ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
LightFixture ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
RefrigeratedCompartment ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
ElectricalSignalling ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
AtmosphericRegion ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=10, nAx=1158, nAxPerStep=14.3, nDeltaODP = 3)
AirTrafficControlTower ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Trip ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
FishingBoat ⊑ ContainerAndRoRoCargoShip: Rejected (k=6, nAx=1029, nAxPerStep=2.3)
AirportClassification ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
CraneShip ⊑ ContainerAndRoRoCargoShip: Rejected (k=4, nAx=1023, nAxPerStep=2.0)
Device ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=9, nAx=1158, nAxPerStep=15.9, nDeltaODP = 3)
MotorizedRailwayCar ⊑ ContainerAndRoRoCargoShip: Accepted (k=5, nAx=1122, nAxPerStep=21.4)
Fuel ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
AirTrafficControlRadarRoom ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
MultipleTrackRailway ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=16, nAx=1158, nAxPerStep=8.9, nDeltaODP = 3)
WaterTransportationSystem ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Motorcycle ⊑ ContainerAndRoRoCargoShip: Accepted (k=5, nAx=1122, nAxPerStep=21.4)
AnimalPoweredDevice ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=9, nAx=1158, nAxPerStep=15.9, nDeltaODP = 3)
PassengerAndCargoShip ⊑ ContainerAndRoRoCargoShip: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
CertificateOfRegistry ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
CognitiveAgent ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
SeaPort ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Containerization ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Flatcar ⊑ ContainerAndRoRoCargoShip: Rejected (k=10, nAx=1038, nAxPerStep=2.3)
OrganicCompound ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
MilitaryWatercraft ⊑ ContainerAndRoRoCargoShip: Rejected (k=6, nAx=1030, nAxPerStep=2.5)
Runway ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=15, nAx=1158, nAxPerStep=9.5, nDeltaODP = 3)
Waterway ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=15, nAx=1158, nAxPerStep=9.5, nDeltaODP = 3)
AirportByRunwaySurface ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
ContainerTerminal ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=12, nAx=1158, nAxPerStep=11.9, nDeltaODP = 3)
Street ⊑ ContainerAndRoRoCargoShip: Accepted (k=5, nAx=1135, nAxPerStep=24.0)
PetroleumProduct ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Axle ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=9, nAx=1158, nAxPerStep=15.9, nDeltaODP = 3)
OreCarrierShip ⊑ ContainerAndRoRoCargoShip: Rejected (k=3, nAx=1020, nAxPerStep=1.7)
SetOrClass ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
ElectronicSignalling ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
ShipBerthing ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
LiquefiedPetroleumGas ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
Dredger ⊑ ContainerAndRoRoCargoShip: Rejected (k=4, nAx=1023, nAxPerStep=2.0)
TransportationAuthority ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
ElectricMotor ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=10, nAx=1158, nAxPerStep=14.3, nDeltaODP = 3)
Streetcar ⊑ ContainerAndRoRoCargoShip: Accepted (k=4, nAx=1121, nAxPerStep=26.5)
CargoHandling ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=8, nAx=1158, nAxPerStep=17.9, nDeltaODP = 3)
