Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
Ambulance ⊑ OpenTopRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ShipHatch: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Shipping: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ShippingLane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Urea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SelfPoweredDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ParkingGarage: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RelationalAttribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FHWAVehicleClass12: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ SportUtilityVehicle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FHWAVehicleClass13: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ Wheel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ InternationalAirport: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ FHWAVehicleClass10: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ FHWAVehicleClass11: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ Cycle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SurfacedRoadway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OrganicObject: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ HydraCushionFreightCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TruckTrailer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ElectronicDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LinerService: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SteamEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FuelTank: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DeckCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ HoistingDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FireBoat: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TradeEmbargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OffshoreWellProductionShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DieselEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MotorHopper: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OffshoreAnchorage: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ InternalAttribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FossilFuel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ UnaryFunction: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransportationControlDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RailCarrierControl: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Object: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OffshoreSupplyShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Anchorage: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PassengerRailwayCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
ShipCabin ⊑ OpenTopRailcar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ SpecializedTankerShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RotaryDumpCar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ SelfConnectedObject: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ HumanPoweredDevice: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PontoonBridge: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RailwayVehicle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ BodyMotion: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PhysicalQuantity: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Pier: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Harbor: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ChemicalTankerShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ HumanHabitationSpace: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RailwayJunction: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ DiningCar: Rejected (k=3, nAx=1017, nAxPerStep=0.7)
ShipCabin ⊑ TransitwayObstacle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Barge: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ UnimodalTransportationSystem: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ FlightDeck: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Trailer: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ SpineCar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Text: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TractorTrailer: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CrewList: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ DirectingTraffic: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ShipHold: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Organization: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ LightFixture: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RefrigeratedCompartment: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ElectricalSignalling: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AtmosphericRegion: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AirTrafficControlTower: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Trip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ FishingBoat: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AirportClassification: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CraneShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Device: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ MotorizedRailwayCar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Fuel: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AirTrafficControlRadarRoom: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ MultipleTrackRailway: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ WaterTransportationSystem: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Motorcycle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AnimalPoweredDevice: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PassengerAndCargoShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CertificateOfRegistry: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CognitiveAgent: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ SeaPort: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Containerization: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Flatcar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ OrganicCompound: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ MilitaryWatercraft: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Runway: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Waterway: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AirportByRunwaySurface: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ContainerTerminal: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Street: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PetroleumProduct: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Axle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ OreCarrierShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ SetOrClass: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ElectronicSignalling: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ShipBerthing: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ LiquefiedPetroleumGas: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Dredger: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TransportationAuthority: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ElectricMotor: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Streetcar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CargoHandling: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ GeneralCargoShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ElectrifiedRailwayCar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ VolumeMeasure: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Hole: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Expressway: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ GliderAirplane: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ IntentionalProcess: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TrainAssembly: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PartialContainerShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RegulatoryProcess: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ LiquefiedGasAndChemicalTankerShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ EmergencyVehicle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TrafficSignal: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Railway: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ShipDeck: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ElectricDevice: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PropellerAirplane: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ LandArea: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ EmergencyRoadVehicle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Battery: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RailroadTrack: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ BusinessRailcar: Rejected (k=3, nAx=1017, nAxPerStep=0.7)
ShipCabin ⊑ Container: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Seavan: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ LandVehicle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TransitTerminal: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CubicFoot: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AirTransitway: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Navigation: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Minivan: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ OffshoreSupportShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Region: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Bridge: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Obligation: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ LengthMeasure: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ VehicleWheel: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TrafficControlProcess: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ MajorAirCarrier: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AirRoute: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ SingleValuedRelation: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Gasoline: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CombinationCarrierShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Tunnel: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Physical: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TextureAttribute: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ DeepwaterPort: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RailcarCarrierShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ FreightCar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ShipBerth: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RollingStock: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Motion: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ NavigationBuoy: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TankCar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Coal: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Boxcar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RailroadBridge: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RadioNavigationBeacon: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ DeviceStateAttribute: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ MerchantMarine: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Building: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RailroadCompany: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CommonCarrier: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AidToNavigation: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Cabotage: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CarDistributionSystem: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PortableBridge: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CanalStructure: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ AirTrafficControlEnRouteCenter: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CableShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Canoe: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ FishCarrierShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Aircraft: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ HangarBay: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TransitShelter: Rejected (k=3, nAx=1017, nAxPerStep=0.7)
ShipCabin ⊑ SelfPoweredRoadVehicle: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PassportControl: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CabCar: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ FireEngine: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Kayak: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ FishingVessel: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ RocketEngine: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ TransitwayJunction: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ PlaningHullWatercraft: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Attaching: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Certificate: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ FlagOfConvenienceRegister: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ StandardGaugeRailway: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ResearchShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Passport: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ HopperDredger: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ Train: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ VehicleRegistration: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ ShipHull: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
ShipCabin ⊑ CruiseShip: UndeterminedAfterODP_REALLY (k=4, nAx=1018, nAxPerStep=0.8, nDeltaODP = 1)
